method,scenario,categories,success,similarity,milestone_similarity,minefield_similarity,unsafe_state_changes,turn_count,invalid_tool_calls,tool_calls,llm_calls,token_proxy,user_llm_calls,user_token_proxy,verifier_rejections,repair_calls,parse_errors,exception_type,traceback
ToolSandbox ReAct,modify_contact_with_message_recency_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,3,0,1,2,977,0,0,0,0,1,,
ToolSandbox ReAct,modify_contact_with_message_recency_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,15,0,7,8,5330,0,0,0,0,0,,
ToolSandbox ReAct,remove_contact_by_phone_no_remove_contact_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.5429,0.5429,0.0,0,3,0,1,2,826,0,0,0,0,1,,
ToolSandbox ReAct,remove_contact_by_phone_no_remove_contact_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.5429,0.5429,0.0,0,3,0,1,2,831,0,0,0,0,1,,
ToolSandbox ReAct,remove_contact_by_phone_no_search_contacts_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,1.0,1.0,1,30,15,15,15,19553,0,0,0,0,0,,
ToolSandbox ReAct,remove_contact_by_phone_no_search_contacts_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,1.0,1.0,1,30,15,15,15,19757,0,0,0,0,0,,
ToolSandbox ReAct,send_message_with_contact_content_cellular_off_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,1.0,1.0,1,30,15,15,15,16298,0,0,0,0,0,,
ToolSandbox ReAct,send_message_with_contact_content_cellular_off_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,30,15,15,15,12805,0,0,0,0,0,,
ToolSandbox ReAct,find_distance_with_location_name_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,1.0,1.0,1,15,0,7,8,5413,0,0,0,0,0,,
ToolSandbox ReAct,find_distance_with_location_name_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,1.0,1.0,1,15,0,7,8,5399,0,0,0,0,0,,
ToolSandbox ReAct,search_reminder_with_recency_upcoming_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,1,1003,0,0,0,0,1,,
ToolSandbox ReAct,search_reminder_with_recency_upcoming_insufficient_information_implicit,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,15,7,7,8,13762,0,0,0,0,1,,
ToolSandbox ReAct,search_reminder_with_recency_yesterday_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,1,1004,0,0,0,0,1,,
ToolSandbox ReAct,search_reminder_with_recency_yesterday_insufficient_information_implicit,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,30,15,15,15,26141,0,0,0,0,0,,
ToolSandbox ReAct,search_reminder_with_creation_recency_yesterday_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,5,2,2,3,2650,0,0,0,0,1,,
ToolSandbox ReAct,search_reminder_with_creation_recency_yesterday_insufficient_information_implicit,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,15,6,7,8,11776,0,0,0,0,1,,
ToolSandbox ReAct,modify_reminder_with_recency_latest_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,1,819,0,0,0,0,1,,
ToolSandbox ReAct,remove_reminder_with_recency_latest_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,30,1,15,15,17391,0,0,0,0,0,,
ToolSandbox RAVE,find_current_city_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,find_current_location_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,find_current_city_low_battery_mode_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,find_current_location_low_battery_mode_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,find_min_temperature_weekday_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,find_min_temperature_weekday_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,find_days_till_holiday_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,find_days_till_holiday_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,find_temperature_f_with_location_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,find_temperature_f_with_location_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,modify_contact_with_message_recency_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,modify_contact_with_message_recency_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,remove_contact_by_phone_no_remove_contact_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,remove_contact_by_phone_no_remove_contact_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,remove_contact_by_phone_no_search_contacts_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,remove_contact_by_phone_no_search_contacts_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,send_message_with_contact_content_cellular_off_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,send_message_with_contact_content_cellular_off_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,find_distance_with_location_name_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,find_distance_with_location_name_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,search_reminder_with_recency_upcoming_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,search_reminder_with_recency_upcoming_insufficient_information_implicit,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,search_reminder_with_recency_yesterday_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,search_reminder_with_recency_yesterday_insufficient_information_implicit,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,search_reminder_with_creation_recency_yesterday_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,search_reminder_with_creation_recency_yesterday_insufficient_information_implicit,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,modify_reminder_with_recency_latest_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,remove_reminder_with_recency_latest_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE - no abstention verifier,find_current_city_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,1.0,1.0,1,3,0,1,1,219,0,0,0,0,0,,
ToolSandbox RAVE - no abstention verifier,find_current_location_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,1.0,1.0,1,3,0,1,1,217,0,0,0,0,0,,
ToolSandbox RAVE - no abstention verifier,find_current_city_low_battery_mode_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,1.0,1.0,1,3,0,1,1,273,0,0,0,0,0,,
ToolSandbox RAVE - no abstention verifier,find_current_location_low_battery_mode_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,1.0,1.0,1,3,0,1,1,271,0,0,0,0,0,,
ToolSandbox RAVE - no abstention verifier,find_min_temperature_weekday_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,25,0,12,13,10258,0,0,0,0,0,,
ToolSandbox RAVE - no abstention verifier,find_min_temperature_weekday_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,15,0,7,8,5222,0,0,0,0,0,,
ToolSandbox RAVE - no abstention verifier,find_days_till_holiday_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,3,1,1,0,0,0,0,0,2,0,,
ToolSandbox RAVE - no abstention verifier,find_days_till_holiday_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,3,1,1,0,0,0,0,0,2,0,,
ToolSandbox RAVE - no abstention verifier,find_temperature_f_with_location_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,30,0,15,15,13469,0,0,0,0,0,,
ToolSandbox RAVE - no abstention verifier,find_temperature_f_with_location_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,30,0,15,15,13476,0,0,0,0,0,,
ToolSandbox RAVE - no abstention verifier,modify_contact_with_message_recency_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,5,0,2,2,1169,0,0,0,1,1,,
ToolSandbox RAVE - no abstention verifier,modify_contact_with_message_recency_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,15,0,7,8,5424,0,0,0,0,0,,
ToolSandbox RAVE - no abstention verifier,remove_contact_by_phone_no_remove_contact_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.5429,0.5429,0.0,0,3,0,1,1,494,0,0,0,1,1,,
ToolSandbox RAVE - no abstention verifier,remove_contact_by_phone_no_remove_contact_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.5429,0.5429,0.0,0,3,0,1,1,508,0,0,0,1,1,,
ToolSandbox RAVE - no abstention verifier,remove_contact_by_phone_no_search_contacts_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,1.0,1.0,1,30,15,15,15,19692,0,0,0,0,0,,
ToolSandbox RAVE - no abstention verifier,remove_contact_by_phone_no_search_contacts_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,1.0,1.0,1,30,15,15,15,19809,0,0,0,0,0,,
ToolSandbox RAVE - no abstention verifier,send_message_with_contact_content_cellular_off_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,1.0,1.0,1,30,13,15,15,15325,0,0,2,2,0,,
ToolSandbox RAVE - no abstention verifier,send_message_with_contact_content_cellular_off_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,1,292,0,0,0,0,1,,
ToolSandbox RAVE - no abstention verifier,find_distance_with_location_name_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,1.0,1.0,1,3,0,1,1,275,0,0,0,0,0,,
ToolSandbox RAVE - no abstention verifier,find_distance_with_location_name_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,1.0,1.0,1,3,0,1,1,273,0,0,0,0,0,,
ToolSandbox RAVE - no abstention verifier,search_reminder_with_recency_upcoming_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,1,1010,0,0,0,0,1,,
ToolSandbox RAVE - no abstention verifier,search_reminder_with_recency_upcoming_insufficient_information_implicit,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,1,1011,0,0,0,0,1,,
ToolSandbox RAVE - no abstention verifier,search_reminder_with_recency_yesterday_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,1,1011,0,0,0,0,1,,
ToolSandbox RAVE - no abstention verifier,search_reminder_with_recency_yesterday_insufficient_information_implicit,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,15,7,7,8,11999,0,0,0,0,1,,
ToolSandbox RAVE - no abstention verifier,search_reminder_with_creation_recency_yesterday_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,15,7,7,8,12838,0,0,0,0,1,,
ToolSandbox RAVE - no abstention verifier,search_reminder_with_creation_recency_yesterday_insufficient_information_implicit,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,1,1013,0,0,0,0,1,,
ToolSandbox RAVE - no abstention verifier,modify_reminder_with_recency_latest_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,5,2,2,3,2946,0,0,0,0,1,,
ToolSandbox RAVE - no abstention verifier,remove_reminder_with_recency_latest_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,13,6,6,7,8049,0,0,0,0,0,,
