split,task_id,scenario_id,compiled,dispatchable,abstained,incomplete,intent_type,missing_slots,abstain_reason,unsupported_bucket,instruction_hash
test_normal,1150ed6_3,1150ed6,1,1,0,0,appworld_spotify_play_released_year_from_collection,,,,429f7c9cc504e1e0
test_normal,31dc501_1,31dc501,1,1,0,0,appworld_phone_update_wake_alarm_snooze,,,,8def911ee8477e54
test_normal,31dc501_2,31dc501,1,1,0,0,appworld_phone_update_wake_alarm_snooze,,,,2f0f62739c39b88f
test_normal,31dc501_3,31dc501,1,1,0,0,appworld_phone_update_wake_alarm_snooze,,,,096e5572a5679072
test_normal,59fae45_1,59fae45,1,1,0,0,appworld_spotify_append_most_common_playlist_genre,,,,106bce28691ced96
test_normal,59fae45_2,59fae45,1,1,0,0,appworld_spotify_append_most_common_playlist_genre,,,,106bce28691ced96
test_normal,59fae45_3,59fae45,1,1,0,0,appworld_spotify_append_most_common_playlist_genre,,,,106bce28691ced96
test_normal,b6d1104_1,b6d1104,1,1,0,0,appworld_simple_note_update_monthly_venmo_expense,,,,ac0098f5a338ecef
test_normal,b6d1104_2,b6d1104,1,1,0,0,appworld_simple_note_update_monthly_venmo_expense,,,,ac0098f5a338ecef
test_normal,b6d1104_3,b6d1104,1,1,0,0,appworld_simple_note_update_monthly_venmo_expense,,,,ac0098f5a338ecef
test_normal,f861c32_1,f861c32,1,1,0,0,appworld_venmo_send_to_each_relationship_with_refill,,,,cf064bd6acdcc067
test_normal,f861c32_2,f861c32,1,1,0,0,appworld_venmo_send_to_each_relationship_with_refill,,,,7c8355f41133cea8
test_normal,f861c32_3,f861c32,1,1,0,0,appworld_venmo_send_to_each_relationship_with_refill,,,,3abf6287f043cc5b
test_normal,0a9d82a_1,0a9d82a,1,1,0,0,appworld_simple_note_longest_habit_streak,,,,8f6a099a6ad71e11
test_normal,0a9d82a_2,0a9d82a,1,1,0,0,appworld_simple_note_longest_habit_streak,,,,e916936585866e9d
test_normal,0a9d82a_3,0a9d82a,1,1,0,0,appworld_simple_note_longest_habit_streak,,,,306a860e3175a2f7
test_normal,166f4ff_1,166f4ff,1,1,0,0,appworld_venmo_sum_recent_received_requests,,,,6eb6c24f5d634915
test_normal,166f4ff_2,166f4ff,1,1,0,0,appworld_venmo_sum_recent_received_requests,,,,cc6775c85da4c4e2
test_normal,166f4ff_3,166f4ff,1,1,0,0,appworld_venmo_sum_recent_received_requests,,,,680772bf0b58fb4b
test_normal,9016950_1,9016950,1,1,0,0,appworld_venmo_signup_missing_relationship_accounts,,,,de540fdc79ed2bcc
test_normal,9016950_2,9016950,1,1,0,0,appworld_venmo_signup_missing_relationship_accounts,,,,e81b0bf71f188268
test_normal,9016950_3,9016950,1,1,0,0,appworld_venmo_signup_missing_relationship_accounts,,,,3f21e1e7e9f37aa2
test_normal,dac78d9_1,dac78d9,1,1,0,0,appworld_venmo_count_friends_since_month_start,,,,180b391ddb80bc34
test_normal,dac78d9_2,dac78d9,1,1,0,0,appworld_venmo_count_friends_since_month_start,,,,81374c2ccb1bd4fe
test_normal,dac78d9_3,dac78d9,1,1,0,0,appworld_venmo_count_friends_since_month_start,,,,40e40938bb9bb422
test_normal,f3f60f0_1,f3f60f0,1,1,0,0,appworld_spotify_like_all_library_items,,,,c4f3e563f81d519c
test_normal,f3f60f0_2,f3f60f0,1,1,0,0,appworld_spotify_like_all_library_items,,,,c4f3e563f81d519c
test_normal,f3f60f0_3,f3f60f0,1,1,0,0,appworld_spotify_like_all_library_items,,,,c4f3e563f81d519c
test_normal,ffe6d5e_1,ffe6d5e,1,1,0,0,appworld_phone_reply_favorite_recipe_to_relationship,,,,f2684e8bcde28808
test_normal,ffe6d5e_2,ffe6d5e,1,1,0,0,appworld_phone_reply_favorite_recipe_to_relationship,,,,9f6cb22918b3a026
test_normal,ffe6d5e_3,ffe6d5e,1,1,0,0,appworld_phone_reply_favorite_recipe_to_relationship,,,,d1b66c6e2c578d26
test_normal,8ce6779_1,8ce6779,1,1,0,0,appworld_todoist_reassign_accepted_takeover_tasks,,,,8eabfbbe689969f0
test_normal,8ce6779_2,8ce6779,1,1,0,0,appworld_todoist_reassign_accepted_takeover_tasks,,,,3d4e24ee99d4f354
test_normal,8ce6779_3,8ce6779,1,1,0,0,appworld_todoist_reassign_accepted_takeover_tasks,,,,e9d8deb778a31973
test_normal,83a7951_1,83a7951,1,1,0,0,appworld_splitwise_record_venmo_receipt_payments,,,,a6f268c8941de015
test_normal,83a7951_2,83a7951,1,1,0,0,appworld_splitwise_record_venmo_receipt_payments,,,,453888f878cadd6c
test_normal,83a7951_3,83a7951,1,1,0,0,appworld_splitwise_record_venmo_receipt_payments,,,,769f1ec74f18397b
test_normal,3aa1a22_1,3aa1a22,1,1,0,0,appworld_splitwise_accept_known_phone_invitations,,,,eaebe3d03ccf51a9
test_normal,3aa1a22_2,3aa1a22,1,1,0,0,appworld_splitwise_accept_known_phone_invitations,,,,2bcfce25bb65dc24
test_normal,3aa1a22_3,3aa1a22,1,1,0,0,appworld_splitwise_accept_known_phone_invitations,,,,703ab22b50a2cf11
test_normal,32616b5_1,32616b5,1,1,0,0,appworld_splitwise_record_trip_expenses_from_simple_note,,,,09bd99e8cb4ec65e
test_normal,32616b5_2,32616b5,1,1,0,0,appworld_splitwise_record_trip_expenses_from_simple_note,,,,6cacc6d8009e1598
test_normal,32616b5_3,32616b5,1,1,0,0,appworld_splitwise_record_trip_expenses_from_simple_note,,,,09bd99e8cb4ec65e
test_normal,986aa4e_1,986aa4e,1,1,0,0,appworld_spotify_apply_todoist_playlist_suggestions,,,,db00399157ad423e
test_normal,986aa4e_2,986aa4e,1,1,0,0,appworld_spotify_apply_todoist_playlist_suggestions,,,,66aeb848beb9902f
test_normal,986aa4e_3,986aa4e,1,1,0,0,appworld_spotify_apply_todoist_playlist_suggestions,,,,39a4b0d0a99e54cc
test_normal,6b6ca61_1,6b6ca61,1,1,0,0,appworld_pay_csv_debts_via_venmo_or_splitwise,,,,fd6133b421b1c672
test_normal,6b6ca61_2,6b6ca61,1,1,0,0,appworld_pay_csv_debts_via_venmo_or_splitwise,,,,399bc76ce168a1a7
test_normal,6b6ca61_3,6b6ca61,1,1,0,0,appworld_pay_csv_debts_via_venmo_or_splitwise,,,,edca9955dab67b9f
test_normal,bde252e_1,bde252e,1,1,0,0,appworld_todoist_fill_today_from_schedule,,,,6ff02c02871ac5f4
test_normal,bde252e_2,bde252e,1,1,0,0,appworld_todoist_fill_today_from_schedule,,,,976cf13a366cec2b
test_normal,bde252e_3,bde252e,1,1,0,0,appworld_todoist_fill_today_from_schedule,,,,bcdcf523b9eb30d2
test_challenge,5238afc_1,5238afc,1,1,0,0,appworld_amazon_order_product_type_from_saved_list,,,,335453a18e41750e
test_challenge,5238afc_2,5238afc,1,1,0,0,appworld_amazon_order_product_type_from_saved_list,,,,7005784e82d24407
test_challenge,5238afc_3,5238afc,1,1,0,0,appworld_amazon_order_product_type_from_saved_list,,,,c5bb241d56a6ae69
test_challenge,0d22252_1,0d22252,1,1,0,0,appworld_amazon_order_product_type_from_saved_list,,,,aee8197173b787c0
test_challenge,0d22252_2,0d22252,1,1,0,0,appworld_amazon_order_product_type_from_saved_list,,,,5005271a5fe0af55
test_challenge,0d22252_3,0d22252,1,1,0,0,appworld_amazon_order_product_type_from_saved_list,,,,da6af800da84b821
test_challenge,9bf2c8a_1,9bf2c8a,1,1,0,0,appworld_amazon_move_product_type_between_saved_lists,,,,4d7827cc357f4464
test_challenge,9bf2c8a_2,9bf2c8a,1,1,0,0,appworld_amazon_move_product_type_between_saved_lists,,,,162d619ee43858e6
test_challenge,9bf2c8a_3,9bf2c8a,1,1,0,0,appworld_amazon_move_product_type_between_saved_lists,,,,cbe08839948005b4
test_challenge,b3bdcc1_1,b3bdcc1,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,0bd21d8db79b05d8
test_challenge,b3bdcc1_2,b3bdcc1,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,19dd69fdb2a332ae
test_challenge,b3bdcc1_3,b3bdcc1,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,2e4ca2d3c1835593
test_challenge,6474048_1,6474048,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,6b34df424d3d0e91
test_challenge,6474048_2,6474048,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,1b306760e459d247
test_challenge,6474048_3,6474048,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,b57f4620a97e8098
test_challenge,9871968_1,9871968,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,b7e22ae0c097f04f
test_challenge,9871968_2,9871968,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,2148512aea4a0477
test_challenge,9871968_3,9871968,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,b7e22ae0c097f04f
test_challenge,07bb666_1,07bb666,1,1,0,0,appworld_amazon_move_rating_filtered_products,,,,834a494b63909557
test_challenge,07bb666_2,07bb666,1,1,0,0,appworld_amazon_move_rating_filtered_products,,,,a7506dfc6eb55e56
test_challenge,07bb666_3,07bb666,1,1,0,0,appworld_amazon_move_rating_filtered_products,,,,21e408bb84c89fa3
test_challenge,383a053_1,383a053,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,2b35da08bdb10618
test_challenge,383a053_2,383a053,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,d3166bd9e481895f
test_challenge,383a053_3,383a053,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,e34e1670737b9cab
test_challenge,7b97e6d_1,7b97e6d,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,07be6e00d68f43c6
test_challenge,7b97e6d_2,7b97e6d,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,6c1f2934674ed6c1
test_challenge,7b97e6d_3,7b97e6d,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,bbcdfb4d0aa1957b
test_challenge,9aae7da_1,9aae7da,1,1,0,0,appworld_amazon_answer_cart_wishlist_total,,,,7a7b6e98e8578e13
test_challenge,9aae7da_2,9aae7da,1,1,0,0,appworld_amazon_answer_cart_wishlist_total,,,,7a7b6e98e8578e13
test_challenge,9aae7da_3,9aae7da,1,1,0,0,appworld_amazon_answer_cart_wishlist_total,,,,7a7b6e98e8578e13
test_challenge,23d431c_1,23d431c,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,c1f0148a4dc9f24f
test_challenge,23d431c_2,23d431c,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,24946859cb3b1762
test_challenge,23d431c_3,23d431c,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,40ca0cc3e614ae31
test_challenge,690d51b_1,690d51b,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,0bfcc111cc68ec63
test_challenge,690d51b_2,690d51b,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,bb5eb77b6bab687d
test_challenge,690d51b_3,690d51b,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,9e4cb84265569f42
test_challenge,d9987f6_1,d9987f6,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,92ea3519b99fe0f5
test_challenge,d9987f6_2,d9987f6,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,01e770281204943c
test_challenge,d9987f6_3,d9987f6,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,8970b2163c0bd216
test_challenge,b0934aa_1,b0934aa,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,35360a781f945ea0
test_challenge,b0934aa_2,b0934aa,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,d6e97915e24abb4b
test_challenge,b0934aa_3,b0934aa,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,8cfaf6cd61dc75de
test_challenge,245cb43_1,245cb43,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,b6ff857acb2e028b
test_challenge,245cb43_2,245cb43,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,9c5d97f9c6e318c9
test_challenge,245cb43_3,245cb43,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,70c2089496114d58
test_challenge,a8f302f_1,a8f302f,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,0629c72d9cb8f217
test_challenge,a8f302f_2,a8f302f,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,0629c72d9cb8f217
test_challenge,a8f302f_3,a8f302f,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,0629c72d9cb8f217
test_challenge,1c4bd27_1,1c4bd27,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,6d32c550805d8c05
test_challenge,1c4bd27_2,1c4bd27,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,2ebf7c5e282ec88c
test_challenge,1c4bd27_3,1c4bd27,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,aeb7b923b23d1bc5
test_challenge,3650990_1,3650990,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,9850e159ff6857a4
test_challenge,3650990_2,3650990,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,e74b016e3f64e72c
test_challenge,3650990_3,3650990,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,1046cae065dcc873
test_challenge,258796c_1,258796c,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,ef0592430dfce4b8
test_challenge,258796c_2,258796c,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,4887ea35fa0a97c4
test_challenge,258796c_3,258796c,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,a6b7279b13da0595
test_challenge,4815c06_1,4815c06,0,0,0,0,unsupported,,,amazon_purchase_or_product_search,2364df506ea27a64
